src_date_occurred,src_military_time,src_lease_number,src_area_block,src_accident_type,src_panel_district,src_status
10/5/2003,22:00,G01216,SM 142,- Injury ,DISTRICT,Complete
9/4/2013,5:00,G06693,SM 147,- Equipment Damage,DISTRICT,Complete
9/17/2014,22:30,G06693,SM 147,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
3/28/2004,8:00,G02592,SM 149,- Injury ,DISTRICT,Complete
12/3/2008,19:30,,SM 149,- Pollution ,DISTRICT,Complete
1/7/2021,13:30,G02592,SM 149,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/17/2020,8:00,G02592,SM 149,- Required Evacuation - Crane ,DISTRICT,Complete
9/21/2024,16:30,G04433,SM 160,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
3/29/2014,11:45,G24878,SM 192,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
9/7/2022,16:00,G24878,SM 192,- Incident >$25K - Crane ,DISTRICT,Complete
8/4/2008,1:30, 00310,SM 212,- Other Lifting Device - Incident >$25K - TBA hit Crown Block,DISTRICT,Complete
7/6/2002,8:30, 00310,SM 217,- Fire ,DISTRICT,Complete
5/5/2013,:1, 00310,SM 217,- LTA (>3 days) - Required Evacuation - Chemical Release,DISTRICT,Complete
3/21/2020,12:00, 00310,SM 223,- Other Injury - Required Evacuation - Crane ,DISTRICT,Complete
1/13/2015,14:55,G27896,SM 234,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
10/9/2006,18:30, 00310,SM 236,- Collision >$25K - Structural Damage ,DISTRICT,Complete
1/18/2008,5:00, 00310,SM 236,- Collision >$25K - Pollution ,DISTRICT,Complete
11/21/2012,13:20, 00310,SM 236,- LTA (>3 days) - Required Evacuation - Water Blasting Injury,DISTRICT,Complete
8/2/2022,11:30, 00310,SM 237,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/19/2013,14:15,G02310,SM 268,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
2/26/2007,14:00,G05477,SM 275,- RW/JT (>3 days) ,DISTRICT,Complete
9/9/2023,16:00,G02600,SM 281,- Shutdown from Gas Release ,DISTRICT,Complete
9/20/2010,19:50,G31362,EI 11,- LTA (>3 days) - Required Evacuation - Fire - Failure to bleed gas,DISTRICT,Complete
10/19/2017,20:00,G31362,EI 11,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/28/2017,14:00,G02893,EI 24,- Required Evacuation - Fire ,DISTRICT,Complete
12/3/2007,12:00,G05479,EI 28,- Other,PANEL,Complete
12/9/2002,7:25, 00196,EI 32,- Pollution ,DISTRICT,Complete
2/3/2003,22:00, 00196,EI 32,- EQUIPMENT COLLAPSE,DISTRICT,Complete
11/24/2003,1:30, 00196,EI 32,- Fire ,DISTRICT,Complete
12/27/2004,2:50, 00196,EI 32,- Pollution ,DISTRICT,Complete
3/1/2008,3:10,G17958,EI 43,- Structural Damage ,DISTRICT,Complete
4/16/2018,11:45, 00479,EI 53,- RW/JT (>3 days) ,DISTRICT,Complete
2/14/2019,7:30, 00479,EI 53,- Required Evacuation - Fire - Required Muster ,DISTRICT,Complete
6/10/2008,22:45,G23857,EI 56,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
7/13/2008,22:50,G02601,EI 57,- RW/JT (>3 days) - Required Evacuation - Connection made-up hand tight,DISTRICT,Complete
4/5/2008,7:25, 00425,EI 63,- LTA (>3 days) - Required Evacuation - High Press. Gas Meter Release,DISTRICT,Complete
11/11/2006,15:00,G10721,EI 88,- Collision >$25K - Pollution - Incident >$25K - Structural Damage - Hydr oil leak f/safety panel,DISTRICT,Complete
11/19/2008,3:00,G26023,EI 98,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/11/2008,19:30,G26023,EI 98,- Incident >$25K - Crane ,DISTRICT,Complete
4/3/2005,21:30, 00796,EI 100,- Top Drive Quill Shaft Failure,DISTRICT,Complete
7/20/2013,18:30, 00796,EI 100,- RW/JT (>3 days) - Required Evacuation - Fire ,DISTRICT,Complete
3/1/2014,22:15, 00796,EI 100,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
9/13/2014,9:00, 00796,EI 100,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
7/20/2019,8:30, 00796,EI 100,- Required Evacuation ,DISTRICT,Complete
3/8/2003,23:30,G15241,EI 107,- Blowout - Pollution ,PANEL,Complete
4/17/2012,4:30,G15241,EI 107,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
7/15/2012,7:30, 00050,EI 120,- RW/JT (>3 days) - Required Evacuation - Wireline Operations,DISTRICT,Complete
10/21/2017,14:15, 00050,EI 120,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/11/2019,16:40, 00050,EI 120,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/17/2010,15:00, 00442,EI 128A,- Fire ,DISTRICT,Complete
5/22/2011,23:15, 00054,EI 129,- LTA (>3 days) - Required Evacuation - Crane - Eight fall 70 feet into Gulf,DISTRICT,Complete
8/2/2013,14:30,G33092,EI 133,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/5/2006,18:00,G01220,EI 158,- LTA (>3 days) - Required Evacuation - Fire ,DISTRICT,Complete
7/5/2007,21:00,G01220,EI 158,- Other Injury - Fire - Flash fire with two injured.,DISTRICT,Complete
5/15/2021,8:10,G01220,EI 158,- Required Evacuation - Explosion - Fatality ,PANEL,Pending
9/21/2023,1:00,,EI 158,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
9/7/2007,16:30, 00438,EI 175,- Other Injury - Required Evacuation - Fire - Fire with one injury.,DISTRICT,Complete
5/10/2011,9:30, 00438,EI 175,- Crane ,DISTRICT,Complete
8/25/2017,9:05,G04452,EI 182,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
3/30/2013,17:15, 00572,EI 193,- Required Evacuation ,DISTRICT,Complete
7/31/2008,16:45,G13821,EI 196,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
5/28/2005,4:30, 00805,EI 205,- Blowout ,PANEL,Complete
4/2/2010,13:22, 00577,EI 208,- Fire - Incident >$25K ,DISTRICT,Complete
8/19/2012,13:00, 00577,EI 208,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/14/2014,14:45, 00577,EI 208,- RW/JT (>3 days) ,DISTRICT,Complete
4/12/2018,15:30, 00577,EI 208,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
10/4/2009,15:15,G00982,EI 238,- Required Evacuation - Crane ,DISTRICT,Complete
1/19/2020,14:00,,EI 238,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
5/1/2011,11:00,G04453,EI 240,- RW/JT (>3 days) - Required Evacuation - Fire - Fire from Condensate Release,DISTRICT,Complete
8/2/2009,9:30,G02899,EI 243,- Casing Jack,DISTRICT,Complete
12/31/2008,10:45,G03331,EI 251,- Incident >$25K - Crane ,DISTRICT,Complete
7/20/2017,16:45,G03331,EI 251,- Other Lifting Device ,DISTRICT,Complete
11/16/2011,10:30,G00983,EI 252,- LTA (>3 days) - Required Evacuation - Master manual valve failure,DISTRICT,Complete
1/16/2020,5:30,,EI 252,- RW/JT (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
8/20/2023,10:00,G00983,EI 252,- Incident >$25K - Crane ,DISTRICT,Complete
11/29/2010,12:45,G02103,EI 257,- LTA (>3 days) - Incident >$25K - Crane ,DISTRICT,Complete
8/8/2019,9:30,G02103,EI 257,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/28/2013,7:00,G01959,EI 258,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
8/22/2008,9:26,,EI 259,- Crane ,DISTRICT,Complete
4/22/2009,14:00,G00985,EI 259,- Fire - Nylon Sling,DISTRICT,Complete
3/4/2012,13:30,G00985,EI 259,- LTA (>3 days) - Trip Hazard,DISTRICT,Complete
10/17/2013,:0,G00985,EI 259,- Fire - compressor,DISTRICT,Complete
4/6/2015,6:30,G00985,EI 259,- Other Injury ,DISTRICT,Complete
10/21/2020,6:47,G00985,EI 259,- Fire ,DISTRICT,Complete
10/13/2023,17:45,G00985,EI 259,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/3/2025,12:30,G00985,EI 259,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/25/2005,10:43,G02900,EI 261,- Pollution ,DISTRICT,Complete
6/29/2012,8:30,G00989,EI 276,- Crane ,DISTRICT,Complete
6/5/2014,14:00,G00989,EI 276,- Required Evacuation ,DISTRICT,Complete
7/6/2001,15:01,G10744,EI 277,- Blowout ,PANEL,Complete
6/2/2001,11:00,G10744,EI 277,- Explosion - Fire ,DISTRICT,Complete
2/9/2004,23:30,G10744,EI 277,- Blowout - Explosion - Pollution ,PANEL,Complete
3/1/2006,8:00,G10744,EI 277,- Injury ,DISTRICT,Complete
6/3/2009,12:00,G02104,EI 295,- Crane ,DISTRICT,Complete
3/16/2013,13:00,G02104,EI 295,- LTA (>3 days) - Required Evacuation - Fall Injury,DISTRICT,Complete
10/4/2002,12:01,G17991,EI 300,- Natural Occurrence,DISTRICT,Complete
3/17/2025,21:40,G02110,EI 307,- Crane ,DISTRICT,Complete
10/25/2012,9:00,G02111,EI 314,- LTA (1-3) days - Required Evacuation - Knee Injury,DISTRICT,Complete
1/18/2016,21:35,G02111,EI 314,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
9/24/2018,8:00,G02111,EI 314,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/25/2024,4:30,G24912,EI 315,- Required Evacuation ,DISTRICT,Pending
7/1/2026,19:45,G36211,EI 320,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Pending
8/3/2012,10:14,G05517,EI 325,- LTA (>3 days) - Required Evacuation - Fire - Flash Burn,DISTRICT,Complete
12/23/2004,14:20,G02910,EI 327,- Explosion - Fire ,DISTRICT,Complete
5/30/2008,14:00,G02910,EI 327,- Crane ,DISTRICT,Complete
11/23/2008,3:35,G02910,EI 327,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
10/11/2006,23:45,G02115,EI 330,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/9/2006,10:15,G02115,EI 330,- Crane ,DISTRICT,Complete
3/16/2007,13:45,G02115,EI 330,- LTA (>3 days) - Required Evacuation - Fall through open deck grating,DISTRICT,Complete
8/2/2006,16:45,G02116,EI 331,- Crane ,DISTRICT,Complete
5/29/2019,:0,G02116,EI 331,- Fatality ,PANEL,Complete
5/24/2019,16:00,G02317,EI 333,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
2/17/2007,10:00,G03332,EI 337,- Crane ,DISTRICT,Complete
8/9/2013,19:15,G02118,EI 338,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
4/28/2017,16:51,G02118,EI 338,- Incident >$25K - Crane ,DISTRICT,Complete
5/31/2017,14:10,G02118,EI 338,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
3/13/2008,7:15,G02318,EI 339,- LTA (1-3) days - Required Evacuation - Crane ,DISTRICT,Complete
5/6/2008,22:30,G02319,EI 342,- Required Muster ,DISTRICT,Complete
11/25/2006,7:15,G02322,EI 349,- Pollution ,DISTRICT,Complete
2/7/2007,9:00,G02322,EI 349,- Pollution ,DISTRICT,Complete
8/7/2010,17:47,G10752,EI 354,- LTA (>3 days) - Required Evacuation - Air tuggers for suspension,DISTRICT,Complete
10/1/2014,17:00,G19797,EI 355,- Incident >$25K - Structural Damage - Equipment damage,DISTRICT,Complete
4/27/2006,5:30,G02323,EI 360,- Fire ,DISTRICT,Complete
7/5/2011,15:30,G02323,EI 360,- LTA (>3 days) - Required Evacuation - Potable water tank rupture,DISTRICT,Complete
2/12/2021,9:10,G02323,EI 360,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
3/16/2021,20:30,G02323,EI 360,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/9/2021,10:30,G02323,EI 360,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
4/3/2012,13:01,G02324,EI 361,- Crane - Load line severed by crane,DISTRICT,Complete
9/26/2020,13:00,G02324,EI 361,- Crane ,DISTRICT,Complete
2/2/2018,7:50,G02324,EI 361,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/22/2012,9:00,G19799,EI 364,- LTA (>3 days) - Required Evacuation - Electrical Shock,DISTRICT,Complete
6/16/2006,8:30,G22688,EI 391,- Crane Incident,DISTRICT,Complete
11/9/2001,16:30,G01441,SS 26,- Fire ,DISTRICT,Complete
9/6/2006,8:00, 00336,SS 33,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
7/21/2004,12:55,G24916,SS 52,- Pollution ,DISTRICT,Complete
9/23/2004,15:00,G07746,SS 58,- Injury ,DISTRICT,Complete
7/29/2004,10:00, 00057,SS 63,- Crane Failure,DISTRICT,Complete
11/2/2001,6:00, 00060,SS 72,- Fire ,DISTRICT,Complete
6/30/2002,1:15, 00060,SS 72,- Fire ,DISTRICT,Complete
12/26/2003,7:00, 00060,SS 72,- Pollution ,DISTRICT,Complete
11/5/2014,10:15, 00060,SS 72,- Fire ,DISTRICT,Complete
3/22/2018,12:30, 00060,SS 72,- Fire - Required Muster ,DISTRICT,Complete
12/13/2021,11:15, 00060,SS 72,- Incident >$25K - Crane ,DISTRICT,Complete
8/16/2004,10:00,G15277,SS 79,- Fire - Injury ,DISTRICT,Complete
8/20/2005,9:00,G05537,SS 80,- Fire ,DISTRICT,Complete
3/7/2025,8:15,G05537,SS 80,- LTA (>3 days) - Required Evacuation - Fire ,DISTRICT,Complete
2/4/2002,9:46,G02919,SS 91,- Fire ,DISTRICT,Complete
2/2/2002,14:30,G02919,SS 91,- Fire ,DISTRICT,Complete
1/19/2005,9:00,G05541,SS 92,- Collision ,DISTRICT,Complete
9/17/2007,8:45,G05541,SS 92,- LTA (>3 days) - Required Evacuation - Supply boat open manway,DISTRICT,Complete
7/29/2001,10:00,G07750,SS 100,- Fire ,DISTRICT,Complete
11/21/2001,10:45,G07750,SS 100,- Fatality ,DISTRICT,Complete
10/3/2001,12:00,G09614,SS 105,- Fire ,DISTRICT,Complete
3/18/2009,4:30,G09614,SS 105,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
12/27/2001,3:30, 00814,SS 108,- Fire ,DISTRICT,Complete
7/25/2005,19:30, 00064,SS 114,- Crane Failure,DISTRICT,Complete
4/1/2011,12:30, 00064,SS 114,- Fire - Gas compressor fire,DISTRICT,Complete
9/28/2011,8:15, 00064,SS 114,- LTA (>3 days) - Trapped well pressure,DISTRICT,Complete
3/30/2012,7:15, 00064,SS 114,- LTA (>3 days) ,DISTRICT,Complete
7/20/2018,8:55, 00064,SS 114,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
7/25/2018,:20, 00064,SS 114,- Pollution - Required Muster ,DISTRICT,Complete
12/30/2007,8:44, 00068,SS 118,- Fire - Incident >$25K - Fire from gas/condensate leak,DISTRICT,Complete
10/3/2002,20:00, 00069,SS 119,- Blowout - Pollution - hurricane damage,DISTRICT,Complete
8/16/2012,12:50,G33640,SS 121,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
7/2/2001,12:00,G12940,SS 126,- Injury ,DISTRICT,Complete
3/13/2001,18:15,G12940,SS 126,- Fire ,DISTRICT,Complete
10/3/2002,9:00,G12940,SS 126,- Pollution - Capsized during Hurricane Lili,DISTRICT,Complete
12/9/2006,6:00,G12941,SS 129,- Pollution ,DISTRICT,Complete
12/17/2004,14:15, 00453,SS 130,- Injury - Fatality - Helicopter Crash,DISTRICT,Complete
5/19/2004,11:15,G22701,SS 134,- Pollution ,DISTRICT,Complete
8/20/2006,3:30,G27127,SS 138,- Pollution ,DISTRICT,Complete
7/25/2009,17:54,G23900,SS 142,- Pollution - Incident >$25K - Hurricanes Katrina and Rita,DISTRICT,Complete
5/29/2003,8:15,G24929,SS 145,- Fire - Pollution ,DISTRICT,Complete
10/26/2005,5:05, 00434,SS 149,- Injury - Fall,DISTRICT,Complete
12/23/2016,15:50, 00420,SS 154,- Fire ,DISTRICT,Complete
9/27/2002,8:00,G08709,SS 157,- Fire - Injury ,DISTRICT,Complete
1/26/2013,17:00,G33644,SS 170,- Required Evacuation - Fatality ,PANEL,Complete
8/2/2017,15:15, 00590,SS 177,- Fire ,DISTRICT,Complete
6/15/2004,9:00,G04231,SS 181,- dropped drilling block,DISTRICT,Complete
5/14/2010,7:30,G04231,SS 181,- Pollution - Heater Treater Dump Valve,DISTRICT,Complete
10/17/2001,21:00,G03998,SS 182,- Fire ,DISTRICT,Complete
12/19/2003,15:00,G01019,SS 182,- Explosion ,DISTRICT,Complete
7/30/2006,14:45,G03998,SS 182,- Collision >$25K - Structural Damage ,DISTRICT,Complete
9/15/2013,16:30,G04232,SS 189,- Fire ,DISTRICT,Complete
3/13/2024,20:10,G04232,SS 189,- Crane ,DISTRICT,Complete
2/8/2002,11:45,G13917,SS 193,- Pollution ,DISTRICT,Complete
5/7/2022,9:10,G13917,SS 193,- Fire ,DISTRICT,Complete
7/10/2013,21:15,G12355,SS 198,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
7/16/2017,16:30,G12355,SS 198,- Required Evacuation - Explosion - Incident >$25K ,DISTRICT,Complete
4/26/2010,14:45,G31394,SS 202,- Incident >$25K - Crane ,DISTRICT,Complete
7/19/2008,12:48,G01520,SS 204,- Shutdown from Gas Release - Pollution ,DISTRICT,Complete
11/22/2001,9:00,G01523,SS 207,- Pollution ,DISTRICT,Complete
10/3/2002,10:30,G01523,SS 207,- Pollution - Jack-up rig capsized,DISTRICT,Complete
10/27/2002,12:00,G01523,SS 207,- Injury ,DISTRICT,Complete
2/17/2003,7:30,G01523,SS 207,- Pollution ,DISTRICT,Complete
3/4/2003,13:00,G01228,SS 208,- Fire - Injury ,DISTRICT,Complete
10/15/2003,10:20,G01228,SS 208,- Fire ,DISTRICT,Complete
1/19/2005,18:00, 00827,SS 209,- Fire ,DISTRICT,Complete
10/3/2007,13:45, 00827,SS 209,- Crane ,DISTRICT,Complete
2/9/2008,15:15, 00827,SS 209,- Fire ,DISTRICT,Complete
9/14/2010,5:00, 00827,SS 209,- Pollution - Heater treater fire tube leak,DISTRICT,Complete
1/16/2010,14:15, 00829,SS 219,- Fire ,DISTRICT,Complete
2/26/2013,7:45,G01525,SS 222,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/23/2018,6:45,G01023,SS 224,- Pollution ,DISTRICT,Complete
7/20/2024,22:00,G01023,SS 224,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/31/2023,10:45,G01023,SS 224,- Structural Damage ,DISTRICT,Complete
7/7/2013,18:30,G01984,SS 225,- Pollution - Loss of Well Control,DISTRICT,Complete
7/20/2004,18:15,G12951,SS 227,- Collision ,DISTRICT,Complete
9/11/2011,17:00,G12951,SS 227,- LTA (>3 days) - Required Evacuation - Manifold releases mud/debris,DISTRICT,Complete
7/8/2012,6:00, 00830,SS 229,- Pollution - Pollution,DISTRICT,Complete
11/30/2012,8:50, 00830,SS 229,- Incident >$25K - Survival Capsule Overboard,DISTRICT,Complete
12/12/2014,9:00, 00830,SS 229,- Required Evacuation - Other Lifting Device ,DISTRICT,Complete
6/18/2015,15:00, 00830,SS 229,- Incident >$25K - Crane ,DISTRICT,Complete
4/18/2026,6:40, 00830,SS 229,- Other Injury - Required Evacuation - Crane ,DISTRICT,Complete
9/26/2012,10:00,G01528,SS 233,- Other Injury - Fire - Pollution ,DISTRICT,Complete
7/27/2008,:45,G03169,SS 238,- Fire ,DISTRICT,Complete
12/6/2002,12:00,G01025,SS 239,- Blowout - Pollution ,DISTRICT,Complete
9/25/2014,13:50,G01026,SS 241,- Other Injury - Required Evacuation ,DISTRICT,Complete
11/15/2006,18:00, 00832,SS 242,- Collision >$25K - Structural Damage ,DISTRICT,Complete
2/14/2007,9:45,G01031,SS 253,- Fire ,DISTRICT,Complete
10/5/2005,12:30,G05560,SS 258,- Injury ,DISTRICT,Complete
2/28/2009,4:15,G05044,SS 259,- Required Evacuation - Fire ,DISTRICT,Complete
7/5/2013,5:00,G27927,SS 263,- Fire ,DISTRICT,Complete
2/21/2014,21:10,G31474,MC 26,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/7/2007,19:30,G13997,MC 29,- RW/JT (1-3 days) - Required Evacuation - Crane ,DISTRICT,Complete
2/12/2014,19:10,G13997,MC 29,- Pollution ,DISTRICT,Complete
4/19/2009,15:30,G08483,MC 72,- Pollution - Incident >$25K - Required Muster ,DISTRICT,Complete
8/17/2014,8:30,G27259,MC 79,- Incident >$25K ,DISTRICT,Complete
12/3/2021,13:00,G35313,MC 82,- Crane ,DISTRICT,Complete
12/1/2010,:55,G05825,MC 109,- Pollution - Opened overboard shunt line,DISTRICT,Complete
12/29/2011,:0,G05825,MC 109,- Wireline Tool Overboard,DISTRICT,Complete
2/14/2019,1:00,G05825,MC 109,- Explosion ,DISTRICT,Complete
11/23/2005,19:30,G18194,MC 126,- Pollution ,DISTRICT,Complete
7/2/2015,4:00,G18194,MC 126,- Pollution ,DISTRICT,Complete
1/24/2007,12:00,G19925,MC 127,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/21/2023,13:04,G19925,MC 127,- Crane ,DISTRICT,Complete
5/9/2025,15:30,G19925,MC 127,Damaged/Disabled Safety Sys. - Incident >$25K - Required Muster - Dropped Objects,DISTRICT,Complete
8/18/2015,12:45,G10977,MC 129,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/12/2002,12:30,G02640,MC 148,- Explosion - Fire ,DISTRICT,Complete
9/11/2009,11:00,G09789,MC 173,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
3/19/2006,10:00,G02638,MC 194,- H2S detected excess of 20 ppm,DISTRICT,Complete
1/20/2020,10:00,G02638,MC 194,- Required Evacuation - Crane ,DISTRICT,Complete
4/1/2019,:55,G32301,MC 199,- Pollution ,DISTRICT,Complete
3/17/2006,8:00,G24054,MC 204,- Injury ,DISTRICT,Complete
11/12/2019,12:00,G32303,MC 208,Damaged/Disabled Safety Sys. ,DISTRICT,Complete
10/12/2017,8:55,,MC 209,- Pollution - leaking pipeline,PANEL,Complete
5/7/2008,8:00,G19931,MC 243,- Collision >$25K ,DISTRICT,Complete
3/31/2011,22:20,G19931,MC 243,- Fire - Incident >$25K - TSE shut-down from fire,DISTRICT,Complete
4/29/2012,14:00,G19931,MC 243,- LTA (>3 days) - Required Evacuation - Electrical Arc Flash,DISTRICT,Complete
6/3/2013,6:30,G19931,MC 243,- Pollution ,DISTRICT,Complete
10/18/2020,8:20,G19931,MC 243,- RW/JT (>3 days) - Other Injury - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
4/9/2026,8:00,G19931,MC 243,- Incident >$25K - Structural Damage ,DISTRICT,Complete
11/15/2009,5:30,G32306,MC 252,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/26/2003,22:05,G03818,MC 280,- Collision - Injury ,DISTRICT,Complete
6/26/2010,:15,G03818,MC 280,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
4/18/2013,10:10,G22868,MC 300,- Incident >$25K - Nitrogen release on deck,DISTRICT,Complete
3/28/2025,16:43,G22868,MC 300,- Pollution - Incident >$25K - BLACK OUT– DRIFT OFF- EDS,DISTRICT,Complete
5/29/2025,10:46,G22868,MC 300,- Pollution - Emergency Disconnect Sequence,DISTRICT,Complete
11/9/2010,6:00,G02968,MC 311,- Fire - Compressor building fire,DISTRICT,Complete
12/18/2011,8:00,G19939,MC 348,- Pollution - 319 BBL SBM Discharge,DISTRICT,Complete
3/5/2024,4:15,G26252,MC 391,- Pollution - Incident >$25K - List of damages in remarks.,DISTRICT,Complete
11/23/2020,7:00,G26253,MC 392,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
3/30/2005,14:00,G07944,MC 429,- Pollution ,DISTRICT,Complete
5/6/2019,7:48,G33733,MC 437,Damaged/Disabled Safety Sys. ,DISTRICT,Complete
4/17/2021,14:15,G33733,MC 437,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/29/2020,14:00,G33733,MC 437,- Incident >$25K - Mooring line,DISTRICT,Complete
7/15/2020,14:11,G33733,MC 437,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
11/30/2021,19:17,G33733,MC 437,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
1/30/2016,16:00,G33735,MC 471,- Incident >$25K - Pressurized Riser String,DISTRICT,Complete
6/7/2021,14:15,,MC 474,- Other Injury ,DISTRICT,Complete
5/4/2019,14:00,,MC 474,Damaged/Disabled Safety Sys. - Incident >$25K - Loss of power,DISTRICT,Complete
7/11/2018,12:00,,MC 474,- Pollution - Ethylene Glycol,DISTRICT,Complete
2/8/2025,7:00,,MC 474,- Pollution ,DISTRICT,Complete
3/25/2014,6:10,G27277,MC 503,- Pollution ,DISTRICT,Complete
6/27/2020,17:25,G27277,MC 503,- Pollution - Incident >$25K ,DISTRICT,Complete
10/31/2020,18:00,G27277,MC 503,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/12/2020,4:30,G27278,MC 519,- Incident >$25K - Crane - Dropped Object Gantry Crane,DISTRICT,Complete
5/13/2009,19:36,G09821,MC 520,- Incident >$25K ,DISTRICT,Complete
6/7/2023,11:00,G09821,MC 520,- Other Lifting Device ,DISTRICT,Complete
3/22/2002,15:40,G08823,MC 522,- Injury ,DISTRICT,Complete
2/21/2008,12:10,G08823,MC 522,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/11/2008,19:21,G08823,MC 522,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
3/12/2010,13:30,G26265,MC 540,- Pollution - Kill Line Gooseneck Disconnect,DISTRICT,Complete
8/14/2012,6:50,G32334,MC 547,- Fire ,DISTRICT,Complete
7/14/2019,21:50,G32334,MC 547,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
12/24/2023,7:43,G32334,MC 547,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
8/23/2001,23:45,G21770,MC 555,- Pollution - loss of drilling fluid (mud),DISTRICT,Complete
11/4/2006,11:00,G08831,MC 566,- Pollution ,DISTRICT,Complete
11/13/2007,10:00,G19967,MC 568,- Crane ,DISTRICT,Complete
4/16/2025,15:00,G16623,MC 582,- Crane ,DISTRICT,Complete
7/13/2022,20:45,G16623,MC 582,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
12/1/2018,3:39,G34451,MC 607,- Pollution - EDS,DISTRICT,Complete
3/19/2024,13:30,G34451,MC 607,- Other Lifting Device - Incident >$25K ,DISTRICT,Complete
12/17/2011,10:00,G34905,MC 650,- Required Evacuation - Crane ,DISTRICT,Complete
4/15/2004,16:12,G08496,MC 657,- Pollution ,DISTRICT,Complete
7/9/2020,15:15,G08496,MC 657,- Pollution ,DISTRICT,Complete
10/20/2007,22:50,G16636,MC 683,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
10/23/2007,3:20,G16636,MC 683,- RW/JT (>3 days) - Required Evacuation - Other Lifting Device - Foot - Equip Set Down,DISTRICT,Complete
4/5/2007,18:00,G16641,MC 696,- Pollution - Slip Joint Packer failure,DISTRICT,Complete
1/4/2008,11:15,G16641,MC 696,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
11/2/2012,23:30,G28022,MC 698,- Pollution ,DISTRICT,Complete
